Email,First Name,Last Name,Company,Industry,Phone,Address,City,State,Reviews,Website,,,
Lohrsorchard@comcast.net,"""","""",Lohr's Orchard,Apple Orchard,(410) 734-0446,"3212 Snake Ln, Churchville, MD 21028, United States",Churchville,Maryland,246,http://www.lohrsorchard.com/,,,
stag50ms2@aol.com,,"""",Greensburg Farm Market,Apple Orchard,(301) 745-4094,"17835 Virginia Ave, Hagerstown, MD 21740, United States",Hagerstown,Maryland,243,"""",,,
info@jffmd.com,"""","""",Jones Family Farm Market,Apple Orchard,(410) 676-3709,"2107 Philadelphia Rd, Edgewood, MD 21040, United States",Edgewood,Maryland,235,http://jffmd.com/,this one is nice too they are all nice,,
,"""","""",Martin's Farm Market,Apple Orchard,(301) 733-3778,"13613 Pennsylvania Ave, Hagerstown, MD 21742, United States",Hagerstown,Maryland,231,https://justplainbusiness.com/martins-farm-market/,,,
"""","""","""",Clayton Farms,Apple Orchard,(410) 479-1317,"24380 Shore Hwy, Denton, MD 21629, United States",Denton,Maryland,223,"""","worth calling, only the second one without an email",,
denisew7530@yahoo.com,Denise,"""",Williams Market,Garden Center,(410) 742-0851,"28474 Nanticoke Rd, Salisbury, MD 21801, United States",Salisbury,Maryland,217,http://www.williamsmkt.com/,Garden Center but its still a good pl lead they sell wine and produce. They carry mccutcheon's brand but who knows,,
nick@grandviewfarming.com,Nick,"""",Grand View Farm,Apple Orchard,"""","1939 High Point Rd, Forest Hill, MD 21050, United States",Forest Hill,Maryland,215,http://www.grandviewfarming.com/,they carry a local brand but may want their own brand,,
info@bradsfarmmarket.com,"""","""",Brad's Farm Market,Apple Orchard,(410) 734-4769,"550 Asbury Rd, Churchville, MD 21028, United States",Churchville,Maryland,214,https://bradsfarmmarket.com/,looks very nice,,
info@goodsfarmmarket.com,"""","""",Good's Farm Market LLC,Apple Orchard,(410) 398-8000,"1394 W Pulaski Hwy, Elkton, MD 21921, United States",Elkton,Maryland,210,http://www.goodsfarmmarket.com/,"super nice, looks like a lot of pl products, pitch queso",,
info@cronisemarket.com,"""","""",Cronise Market Place,Apple Orchard,(301) 432-7377,"312 S Main St, Boonsboro, MD 21713, United States",Boonsboro,Maryland,207,https://cronisemarket.com/,cronisemp@hotmail.com,"2 emails, I may need to make a trip to md there are tons of nice ones",
councellfarms@gmail.com,"""","""",Councell Farms,Apple Orchard,(410) 822-8213,"11773 Old Skipton Rd, Cordova, MD 21625, United States",Cordova,Maryland,203,https://councellfarms.com/,awesome looking farma and pumpkin patch,,
info@pondviewfarm.com,"""","""",Pond View Farm,Apple Orchard,(410) 692-0203,"2601 Jolly Acres Rd, White Hall, MD 21161, United States",White Hall,Maryland,203,http://pondviewfarm.com/,"meat farm and wedding venue, medium priority only because there are a million nice ones in md apparently",,
genek5011@gmail.com,Gene,"""",Kingsbury's Orchard,Apple Orchard,(301) 972-8755,"19415 Peach Tree Rd, Dickerson, MD 20842, United States",Dickerson,Maryland,195,http://www.kingsburysorchard.com/,"Found Gene's email, he is the owner, I can't see that they have any pl or canned goods really",,
info@adkinsfarmmarket.com,"""","""",Adkins Farm Market,Apple Orchard,(443) 736-3157,"31493 Mt Hermon Rd, Salisbury, MD 21804, United States",Salisbury,Maryland,193,https://adkinsfarmmarket.com/,very nice farm Adam is one of the owners,,
HeyserFarmsMD@gmail.com,Mike,"""","Heyser Farms, Inc.",Apple Orchard,(301) 384-7859,"14526 New Hampshire Ave, Silver Spring, MD 20904, United States",Silver Spring,Maryland,192,http://www.spencervillered.com/,"Mike is the owner, this place is nice",,
melonsforyou@msn.com,"""","""",Oakley's Farm Market,Apple Orchard,(410) 860-8553,"27466 Ocean Gateway, Hebron, MD 21830, United States",Hebron,Maryland,185,https://marylandsbest.maryland.gov/item/oakley-s-farm-market/,big open air market probably moves a ton of product,,
maynestreefarm@comcast.net,"""","""",Mayne's Tree Farm,Apple Orchard,(301) 662-4320,"3420 Buckeystown Pike, Buckeystown, MD 21717, United States",Buckeystown,Maryland,183,http://www.maynestreefarm.com/,they carry mccutcheon's,,
info@mountainvalleyorchard.com,"""","""",Mountain Valley Orchard,Apple Orchard,(301) 824-2089,"22541 Jefferson Blvd, Smithsburg, MD 21783, United States",Smithsburg,Maryland,175,http://mountainvalleyorchard.com/contact-us/,looks nice there are so many awesome ones in md,,
info@buppertsfarmcsa.com,"""","""",Bupperts / Doran's Chance Farm & CSA,Apple Orchard,(410) 795-6815,"6914 Ridge Rd, Marriottsville, MD 21104, United States",Marriottsville,Maryland,173,https://buppertsfarmcsa.com/,buppertsCSA@gmail.com,"solid pl lead, 2 emails to work with",
farmquestions@gmail.com,"""","""",Sharp's at Waterford Farm,Apple Orchard,(410) 489-2572,"4003 Jennings Chapel Rd, Brookeville, MD 20833, United States",Brookeville,Maryland,173,https://www.sharpfarm.com/,really nice lead,,
ivyhillfarm1@aol.com,"""","""",Ivy Hill Farm,Apple Orchard,(301) 824-4658,"13840 Smithsburg Pike, Smithsburg, MD 21783, United States",Smithsburg,Maryland,170,http://ivy-hill-farm.com/,very nice I love all these places,,
,"""","""",Pryors Orchards,Apple Orchard,(301) 271-2693,"13841B Pryor Rd, Thurmont, MD 21788, United States",Thurmont,Maryland,170,http://www.pryorsorchards.com/,worth calling eventually but lots of emails to get through first,,
,"""","""",Detwiler's Farm Market,Apple Orchard,(410) 392-5179,"235 Locust Point Rd, Elkton, MD 21921, United States",Elkton,Maryland,169,https://justplainbusiness.com/detwilers-farm-market/,,,
weberspickyourown@gmail.com,"""","""",Weber's Peachberry Farm,Apple Orchard,(443) 690-5087,"11409 Harford Rd, Glen Arm, MD 21057, United States",Glen Arm,Maryland,165,https://pyo-at-webers-peachberry-farm.square.site/,this is weber's cider mill but we have 2 emails now I like gmail better,,
Woodm@md.metrocast.net,"""","""",Forrest Hall Farm,Apple Orchard,(301) 884-3086,"39136 Avie Ln, Mechanicsville, MD 20659, United States",Mechanicsville,Maryland,162,https://forresthallfarm.com/,,,
swannfarmsmaryland@gmail.com,"""","""",Swann Farms,Apple Orchard,"""","7740 Swan Ln, Owings, MD 20736, United States",Owings,Maryland,154,https://lnk.bio/SwannFarms,looks big love these places,,
homegrownfarmmarket@gmail.com,"""","""",Homegrown Farm Market,Apple Orchard,"""","21078 Three Notch Rd, Lexington Park, MD 20653, United States",Lexington Park,Maryland,149,"""",,,
bowlesfarms@rcn.com,"""","""",Bowles Farms,Apple Orchard,(301) 475-2139,"22880 Budds Creek Rd, Clements, MD 20624, United States",Clements,Maryland,148,http://bowlesfarms.com/,nice pumpkin patch/corn maze,,
info@docwaterscidery.com,"""","""",The Orchard at Doc Waters Cidery,Apple Orchard,(301) 972-1814,"22711 Wildcat Rd, Germantown, MD 20876, United States",Germantown,Maryland,134,http://www.docwaterscidery.com/pick-your-own/,they have pyo,,
jason@breezywillowfarm.com,Jason,"""",Breezy Willow Farm Country Market,Apple Orchard,"""","9090 Frederick Rd, Ellicott City, MD 21042, United States",Ellicott City,Maryland,127,https://www.breezywillowfarm.com/,nice looking market,,
waverlymarket684@aol.com,there,N/A,Waverly Market,Butcher,(508) 875-4516,"684 Waverly St, Framingham, MA 01702, USA",Framingham,MA,134,http://www.waverlymarket.com/,,looks very nice,
wabanmarkets@gmail.com,there,N/A,The Waban Market,Butcher,(617) 332-4100,"10 Windsor Rd, Waban, MA 02468, USA",Waban,MA,194,http://wabanmarket.com/,,good pl lead looks nice,
todd@levineskoshermkt.com,Todd,N/A,Larry Levine's Kosher Meats and Deli,Butcher,(978) 535-6449,"474 Lowell St, Peabody, MA 01960, USA",Peabody,MA,54,http://www.levineskoshermkt.com/,,"email first,",
producebarn2011@gmail.com,there,N/A,Produce Barn,Butcher,(508) 285-7705,"72 Mansfield Ave, Norton, MA 02766, USA",Norton,MA,49,http://producebarnonline.com/,,would be good customer looks nice,
piantedosibutcher@comcast.net,there,N/A,Piantedosi Butcher Shop,Butcher,(508) 746-1250,"282 Court St, Plymouth, MA 02360, USA",Plymouth,MA,76,https://www.piantedosibutcher.com/,,can't see much but have an email,
orders@maincourse-ma.com,there,N/A,The Main Course Market,Butcher,(781) 821-0005,"11 Washington St, Canton, MA 02021, USA",Canton,MA,40,http://maincourse-ma.com/,,nice little store,
olivasmarketinfo@gmail.com,there,N/A,Oliva's Market,Butcher,(978) 548-7023,"122 Foster St, Peabody, MA 01960, USA",Peabody,MA,32,N/A,,itialian place pitch pasta and pizza,
ninolamb@yahoo.com,there,N/A,Lambert's Rainbow Fruit,Farm Market,(617) 436-2997,"777 William T, Morrissey Blvd, Dorchester, MA 02122, USA",Dorchester,MA,1275,http://lambertsfruit.com/,,2 locations email soon,
mystorevisit@penzeys.com,there,N/A,Penzeys Spices,Butcher,(781) 646-7707,"1293 Massachusetts Ave, Arlington, MA 02476, USA",Arlington,MA,345,http://www.penzeys.com/,,supermarket from wi needs more reasearch,
Muffin@muffinsgeneralmarket.com,there,N/A,Muffin's General Market,Butcher,(413) 397-3372,"28 State Rd, Whately, MA 01093, USA",Whately,MA,40,http://www.muffinsgeneralmarket.com/,,nice little farm market,
msantarp@yahoo.com,there,N/A,The Walnut Market,Butcher,(617) 965-1170,"20 Lincoln St, Newton Highlands, MA 02461, USA",Newton Highlands,MA,32,http://thewalnutmarket.com/,,"cant see a ton but looks nice enough they may be interested, medium priority",
michaelschourico@hotmail.com,there,N/A,Michael's Provision Co,Butcher,(508) 672-0982,"317 Lindsey St, Fall River, MA 02720, USA",Fall River,MA,133,https://michaelsprovision.com/,,looks nice,
massduck86@gmail.com,there,N/A,Wild Duck Food Market,Butcher,(857) 305-3190,"362 Commonwealth Ave, Boston, MA 02115, USA",Boston,MA,117,N/A,,nice place would like th,
kurkmansmarket@gmail.com,there,N/A,Kurkman's Market Co,Butcher,(617) 277-6500,"227 Cypress St a, Brookline, MA 02445, USA",Brookline,MA,116,https://www.facebook.com/KurkmansMarket/,,smaller local place pretty nice,
kelly@atlasfarmstore.com,Kelly,N/A,Atlas Farm Store,Butcher,(413) 397-3587,"218 Greenfield Rd, South Deerfield, MA 01373, USA",South Deerfield,MA,221,http://www.atlasfarmstore.com/,,emailed about jelly last year,
josh@firstcitymeats.com,Josh,N/A,First City Meats,Butcher,(339) 440-4523,"698 Washington St, Lynn, MA 01901, USA",Lynn,MA,28,http://firstcitymeats.com/,,,
joek@retail-kinnealey.com,Joe,N/A,Kinnealey Meats - Retail Milton,Butcher,(617) 696-2260,"6 Bassett St, Milton, MA 02186, USA",Milton,MA,30,http://www.kinnealeymeatsretail.com/,,,
info@waldenlocalmeat.com,there,N/A,Walden Local Butcher Shop,Butcher,(857) 277-0773,"316 A Shawmut Ave, Boston, MA 02118, USA",Boston,MA,74,http://waldenlocalmeat.com/butcher-shop,,"nice place, would be good customer",
info@volantefarms.com,there,N/A,Volante Farms,Butcher,(781) 444-2351,"292 Forest St, Needham, MA 02492, USA",Needham,MA,385,http://volantefarms.com/,,looks very nice open year round high priority - filled out the form. Lots of emails on hunter if don't hear back,
info@roxiesofquincy.com,there,N/A,Roxie's Market of Quincy,Butcher,(617) 773-3700,"479 Southern Artery, Quincy, MA 02169, USA",Quincy,MA,908,http://www.roxiesofquincy.com/,,might want pl,
info@mignosasfruitbasket.com,there,N/A,Mignosa's Fruit Basket,Butcher,(857) 496-5651,"148 Granite St, Quincy, MA 02169, USA",Quincy,MA,138,https://mignosasfruitbasket.com/full-menu/,,,
info@mastercutmm.com,there,N/A,Master Cut Meat Market,Butcher,(508) 243-7332,"175 Boston Post Rd E, Marlborough, MA 01752, USA",Marlborough,MA,131,http://www.mastercutmm.com/,,,
info@mastercutmm.com,there,N/A,Zayde's Market,Butcher,(781) 828-3530,"15 Washington St, Canton, MA 02021, USA",Canton,MA,119,http://www.zaydesmarket.com/,,"kosher, email first",
info@fancysmarket.com,there,N/A,Fancy's Market,Butcher,(508) 428-6954,"699 Main St, Osterville, MA 02655, USA",Osterville,MA,83,http://www.fancysmarket.com/,,good jerky lead,
info@chavesmarket.com,there,N/A,Chaves Market,Butcher,(508) 672-7821,"49 Columbia St, Fall River, MA 02721, USA",Fall River,MA,176,http://www.chavesmarket.com/,,"nice grocery store, high priority",
info@americanprovisions.com,there,N/A,American Provisions,Gourmet Market,(617) 269-6100,"613 E Broadway, South Boston, MA 02127, USA",South Boston,MA,172,http://americanprovisions.com/,,nice gourmet market medium/high only because there are some better ones in ma,
gordon969@comcast.net,there,N/A,Adams Village Butchershop and Deli,Butcher,(617) 506-7387,"786 Adams St, Dorchester Center, MA 02124, USA",Dorchester Center,MA,64,N/A,,medium not bad,
generalstore@cowls.com,there,N/A,The Mill District General Store,Butcher,(413) 835-0966,"91 Cowls Rd, Amherst, MA 01002, USA",Amherst,MA,34,https://www.generalstorelocalgallery.com/,,"Cool place, they have a pl already maybe shawnne not positive",
fasanosmarketplace@gmail.com,there,N/A,Fasano's Marketplace,Butcher,(781) 848-1717,"372 Washington St, Braintree, MA 02184, USA",Braintree,MA,98,https://fasanosmarketplace.com/,,high end place see some pl try jerky maybe,
farm@stillmansqualitymeats.com,there,N/A,Stillman Quality Meats,Butcher,(413) 277-9600,"3674 Greenwich Rd, Hardwick, MA 01082, USA",Hardwick,MA,58,https://www.stillmanqualitymeats.com/,,"looks very high quality, turkey farm",
Eaglefarms@comcast.net,there,N/A,Eagle Farms,Farm Market,(617) 698-9564,"1126 Randolph Ave, Milton, MA 02186, USA",Milton,MA,59,N/A,,"nice farm market, medium high priority",
Crownmeatmarket2021@gmail.com,there,N/A,Crown Meat Market,Butcher,(774) 243-1955,"133 Gold Star Blvd, Worcester, MA 01606, USA",Worcester,MA,72,http://www.crownmeatmarket.com/,,little spanish may try email though,
Craftbutcher@themeatbarmarketplace.com,there,N/A,The Meat Bar Marketplace,Butcher,(508) 576-8978,"33 N Washington St, North Attleborough, MA 02760, USA",North Attleborough,MA,70,https://themeatbarmarketplace.com/,,"nice little place, might not make their own jerky",
contactus@formaggiokitchen.com,there,N/A,Formaggio Kitchen,Butcher,(617) 354-4750,"358 Huron Ave, Cambridge, MA 02138, USA",Cambridge,MA,669,https://www.formaggiokitchen.com/Cambridge,,good lead they have multiple,
ciminoscafe@gmail.com,there,N/A,Meat Market,Butcher,(617) 846-6303,"224 Winthrop St, Winthrop, MA 02152, USA",Winthrop,MA,75,http://www.meatmarketcatering.com/,,worth an email,
cardullos@cardullos.com,there,N/A,Cardullo's Gourmet Shoppe,Butcher,(617) 491-8888,"6 Brattle St, Cambridge, MA 02138, USA",Cambridge,MA,212,http://www.cardullos.com/,,looks nice 2 locations,
butcher@suttermeats.com,there,N/A,Sutter Meats,Butcher,(413) 727-3409,"65 King St, Northampton, MA 01060, USA",Northampton,MA,61,https://suttermeats.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,nice place high priority,
brownandbudnicks@yahoo.com,there,N/A,Brown & Budnick Meats,Butcher,(978) 452-6113,"1794 Bridge St STE 16, Dracut, MA 01826, USA",Dracut,MA,63,https://brownandbudnicks.com/,,looks nice,
autumnmistfarm@gmail.com,there,N/A,Autumn Mist Farm,Butcher,(413) 786-2333,"1157 N Westfield St, Feeding Hills, MA 01030, USA",Feeding Hills,MA,90,http://autumnmistfarm.com/,,"beef farm & restaurant, may want pl",
info@reedfarmpoultry.com,there,N/A,Reed Farm,Butcher,(413) 397-3069,"136 Russell St, Sunderland, MA 01375, USA",Sunderland,MA,7,http://www.reedfarmpoultry.com/,,,
lia@producejunction.com,Lia,Gentile,Produce Junction,Butcher Shop,(302) 674-3080,"1350 N Dupont Hwy, Dover, DE 19901, United States",Dover,Delaware,1675,http://producejunction.com/,,,
lance@harborseafoodllc.com,Lance,"""",Harbor House Seafood,Butcher Shop,(302) 629-0444,"504 Bridgeville Hwy, Seaford, DE 19973, United States",Seaford,Delaware,767,https://www.harborhouseseafood.com/,"looks nice, also have jill@harborhouseseafood.com",,
Zingosuper@comcast.net,"""","""",Zingo's Supermarket,Butcher Shop,(302) 368-2310,"1 Polly Drummond Shopping Center, Newark, DE 19711, United States",Newark,Delaware,630,https://www.zingosupermarket.com/,"one of local supermarket, looks large and nice",,
store@haassmeats.com,"""","""",Haass' Family Butcher Shop,Butcher Shop,(302) 734-5447,"3997 Hazlettville Rd, Dover, DE 19904, United States",Dover,Delaware,515,http://haassmeats.com/,"see some private label, good lead nice looking place",,
FrankandLouiesRB@gmail.com,"""","""",Frank & Louie's Italian Specialties,Butcher Shop,(302) 227-5777,"58 Baltimore Ave, Rehoboth Beach, DE 19971, United States",Rehoboth Beach,Delaware,342,https://www.frankandlouies.com/,,,
elmersmarket@spnsinc.com,,"""",Elmer's Market,Butcher Shop,(302) 337-8110,"13257 Seashore Hwy, Georgetown, DE 19947, United States",Georgetown,Delaware,326,https://www.elmersmarket.com/,super nice market very high priority this place rocks,,
thecrabcakecompany@gmail.com,,"""",The Crabcake Company,Butcher Shop,(302) 376-3555,"402 S Ridge Ave, Middletown, DE 19709, United States",Middletown,Delaware,207,https://mycrabcakecompany.com/,,,
highlandcsa@gmail.com,"""","""",Highland Orchards Farm Market,Farm Market,(302) 478-4042,"1431 Foulk Rd, Wilmington, DE 19803, United States",Wilmington,Delaware,194,http://highlandorchardsfarmmarket.com/,"looks very nice, high priority",,
pumpkinlady46@yahoo.com,"""","""",Filasky's Produce,Farm Market,(302) 378-2754,"1343 Bunker Hill Rd #9033, Middletown, DE 19709, United States",Middletown,Delaware,188,http://filaskyspumpkinpatch.com/,high priority looks awesome,,
delawareprovisionco@comcast.net,"""","""",Delaware Provision Co,Butcher Shop,(302) 429-0220,"Duncan St & 9th Ave, 318 8th Ave, Wilmington, DE 19805, United States",Wilmington,Delaware,176,http://www.delawareprovisioncoinc.com/,,,
shoppe@hermansqualitymeats.com,"""","""","Herman's Quality Meat Shoppe, LLC",Butcher Shop,(302) 731-5344,"64 E Cleveland Ave, Newark, DE 19711, United States",Newark,Delaware,114,http://www.hermansqualitymeats.com/,,,
info@bachettis.com,"""","""","Bachetti Bros. Meats, Market & Catering",Butcher Shop,(302) 994-4467,"4723B Kirkwood Hwy, Wilmington, DE 19808, United States",Wilmington,Delaware,100,https://bachettis.com/,,,
orders@coolrockstock.com,"""","""",Cook Family Farms,Farm Market,(302) 242-8894,"3300 Frazer Rd, Newark, DE 19702, United States",Newark,Delaware,94,http://www.coolrockstock.com/,awesome place love this one,,
thecrabconnectde@gmail.com,"""","""",The Crab Connect,Butcher Shop,(302) 396-4041,"17580 Coastal Hwy, Lewes, DE 19958, United States",Lewes,Delaware,90,http://www.thecrabconnect.com/,,,
haldasmeats@verizon.net,"""","""",Haldas Market,Butcher Shop,(302) 475-7600,"2201 Silverside Rd, Wilmington, DE 19810, United States",Wilmington,Delaware,85,http://haldasmarket.com/,,,
retail@lewesfishhouse.com,"""","""",Lewes Fishhouse Seafood Market,Butcher Shop,(302) 644-0708,"17696 Coastal Hwy, Lewes, DE 19958, United States",Lewes,Delaware,81,http://www.lewesfishhouse.com/,,,
papasfoodmarket1910@gmail.com,"""","""",Papa's Food Market,Butcher Shop,(302) 656-8886,"1910 W 6th St, Wilmington, DE 19805, United States",Wilmington,Delaware,76,https://www.papasmarketsde.com/,"very italian, looks sweet though",,
hickmansmeats@gmail.com,"""","""",Hickman's Meat Market,Butcher Shop,(302) 226-8345,"19730 Coastal Hwy, Rehoboth Beach, DE 19971, United States",Rehoboth Beach,Delaware,57,http://www.hickmansmeatmarket.com/,,,
powersfarm1@gmail.com,"""","""",Powers Farm,Butcher Shop,(302) 378-0826,"324 Van Dyke-Md Line Rd, Townsend, DE 19734, United States",Townsend,Delaware,52,http://www.thepowersfarm.com/,,,
info@docsmeatmarket.com,"""","""",Doc's Meat Market,Butcher Shop,(302) 239-2529,"7288 Lancaster Pike, Hockessin, DE 19707, United States",Hockessin,Delaware,49,http://docsmeatmarket.com/,,,
ashraim2002@gmail.com,"""","""",Top Meat Market,Butcher Shop,(302) 274-2913,"2928 N Market St, Wilmington, DE 19802, United States",Wilmington,Delaware,47,https://www.instagram.com/topmeatmarket?igsh=aTdhM21wZjg4aTVh&utm_source=qr,,,
bodinefarmstore@gmail.com?subject=Online Order,"""","""",Bodine Farms And Meat Market,Butcher Shop,(302) 632-2427,"1652 Hourglass Rd, Hartly, DE 19953, United States",Hartly,Delaware,27,http://www.bodinefarm.com/,,,
webmaster@santanasbutchery.com,"""","""",Santana's Butchery,Butcher Shop,(302) 842-2987,"2510 Kirkwood Hwy suite a, Wilmington, DE 19805, United States",Wilmington,Delaware,42,http://santanasbutchery.com/,,,
terri@swensensmarkets.com,Terri,Swensen,"Swensen's Magic Market, Addison Location",Butcher Shop,(208) 734-9414,"115 Addison Ave, Twin Falls, ID 83301, United States",Twin Falls,Idaho,684,https://www.swensensmarkets.com/,hard to tell,,
kesler33@gmail.com,"""","""",Kesler's Market,Butcher Shop,(208) 785-0555,"925 West Bridge St, Blackfoot, ID 83221, United States",Blackfoot,Idaho,553,http://www.keslersmarket.com/,high priority looks very nice,,
oldcountrysausageID@gmail.com,"""","""",OLD COUNTRY SAUSAGE,Butcher Shop,(208) 546-0795,"1015 2nd St S, Nampa, ID 83651, United States",Nampa,Idaho,546,"""",great lead high priority,,
office@greenfieldcustommeat.com,"""","""",Greenfield Custom Meat,Butcher Shop,(208) 888-9690,"2965 W Amity Rd, Meridian, ID 83642, United States",Meridian,Idaho,524,https://greenfieldcustommeat.com/pricing,"old whm lead, might wait on this one",,
Gvmarket2@gmail.com,,"""",Garden Valley Market,Butcher Shop,(208) 462-3817,"284 Village Cir, Garden Valley, ID 83622, United States",Garden Valley,Idaho,431,http://gardenvalleymarketid.com/,"nice local market, looks like a good lead high/medium",,
dave@porterhousemarket.com,Dave,"""",Porterhouse Market,Butcher Shop,(208) 938-1441,"600 S Rivershore Ln, Eagle, ID 83616, United States",Eagle,Idaho,299,https://www.porterhousemarket.com/,looks like a very nice place,,
timsspecialcutmeats@gmail.com,"""","""",Tim's Special Cut Meats,Butcher Shop,(208) 772-3327,"525 N Graffiti St, Post Falls, ID 83854, United States",Post Falls,Idaho,298,https://www.timsspecialcutmeats.com/,very high priority,,
scottys4orders@gmail.com,"""","""",Scotty's Country Smokehouse,Butcher Shop,(208) 529-9851,"4491 N Haroldsen Dr, Idaho Falls, ID 83401, United States",4491 N Haroldsen Dr,Idaho,259,https://scottyscountrysmokehouse.com/,"they do a lot of jerky, not a bad pl lead for sauce",,
oxfordpackingidaho@gmail.com,"""","""",Oxford Packing,Butcher Shop,(208) 897-5179,"22993 S Race Track Rd, Downey, ID 83234, United States",Downey,Idaho,254,http://www.oxfordpacking.com/,"looks very nice, carry yoders brand jams high priority",,
travis@meatandpotatoco.com,Travis,"""",Meat and Potato Company,Butcher Shop,(208) 733-9789,"269 Addison Ave W, Twin Falls, ID 83301, United States",Twin Falls,Idaho,192,http://www.meatandpotatoco.com/,"nice place, travis is owner....love it mane",,
sales@choicecutsmeat.com,"""","""",Choice Cuts Fresh and Smoked Meats,Butcher Shop,(208) 323-4554,"12570 Fairview Ave STE 101, Boise, ID 83713, United States",Boise,Idaho,184,http://choicecutsmeat.com/,cant see a ton but it looks nice,,
vogelfarms@vogelfarmscountrymarket.com,"""","""",Vogel Farms,Farm Market,(208) 466-6928,"9501 Robinson Rd, Kuna, ID 83634, United States",Kuna,Idaho,165,http://www.vogelfarmscountrymarket.com/,looks likea nice farm,,
choicemeatctter@gmail.com,rders@delmontemeats.com,"""",Del Monte Meats,Butcher Shop,(208) 234-2061,"808 W Center St, Pocatello, ID 83204, United States",Pocatello,Idaho,149,http://www.delmontemeats.com/,"looks nice, 2 emails to work with",,
mainstreetCMG@gmail.com,"""","""",Main Street Custom Cutting & Grill,Butcher Shop,(208) 324-5952,"156 E Main St, Jerome, ID 83338, United States",Jerome,Idaho,118,"""",mediumish priority,,
webmaster@scarrowmeats.com,"""","""",Scarrow Meat,Butcher Shop,(208) 324-7657,"331 N Rd, Jerome, ID 83338, United States",Jerome,Idaho,108,http://scarrowmeats.com/,"not terrible, there is a form if that email doesnt work",,
info@hmmeats.com,"""","""",H & M Meats and Catering,Butcher Shop,(208) 467-0999,"215 14th Ave S, Nampa, ID 83651, United States",Nampa,Idaho,103,http://hmmeats.com/,"look snice, dont see pl anywhere",,
info@folsomfarmbeef.com,"""","""",Folsom Farm Beef,Butcher Shop,(801) 648-5978,"3208 Folsom Ln, Rexburg, ID 83440, United States",Rexburg,Idaho,83,http://folsomfarmbeef.com/,beef farms seem promising,,
idahomeatandseafood1@gmail.com,"""","""",IDAHO MEAT AND SEAFOOD,Butcher Shop,(208) 570-5259,"313 11th Ave S, Nampa, ID 83651, United States",Nampa,Idaho,81,http://idahomeatandseafood.com/,looks like a solid place,,
woodcockcustommeat@yahoo.com,"""","""",Woodcock Custom Meat,Butcher Shop,(208) 356-3175,"391 N 12th W, Rexburg, ID 83440, United States",Rexburg,Idaho,75,http://woodcockcustommeat.com/,lower priority to call,,
ashley@kittygsfinemeatsandcheese.com,Ashley,"""",Kitty G's Fine Meats & Cheese,Butcher Shop,(208) 262-9127,"306 N Spokane St suite e, Post Falls, ID 83854, United States",Post Falls,Idaho,74,https://www.kittygsfinemeatsandcheese.com/,"They have private label jams already in 10 oz lug jar, try desert and queso",,
larkandlarder@gmail.com,"""","""",Lark and Larder,Gourmet Market,(208) 629-3811,"233 N Orchard St, Boise, ID 83706, United States",Boise,Idaho,73,http://larkandlarder.com/,medium prioirty,,
contact@bluffsideprovisions.com,"""","""",Bluffside Provisions & Butchery,Butcher Shop,(208) 336-7449,"2405 N Bogus Basin Rd, Boise, ID 83702, United States",Boise,Idaho,61,https://www.bluffsideprovisions.com/,"very new, this place looks awesome",,
mvcm761@gmail.com,"""","""",Mountain View Custom Meats,Butcher Shop,(208) 765-6887,"761 S 4 Winds Rd, Coeur d'Alene, ID 83814, United States",Coeur d'Alene,Idaho,58,http://mountainviewcustommeats.com/,looks awesome,,
info@gpprimemeats.com,"""","""",Grand Peaks Prime Meats,Butcher Shop,(208) 524-2444,"530 W 20th St, Idaho Falls, ID 83402, United States",530 W 20th St,Idaho,51,http://gpprimemeats.com/,can't see much but they are active so thats a good sign,,
Mountainviewelk@gmail.com,"""","""",Mountain View Specialty Meats,Butcher Shop,(208) 628-3901,"Big Salmon Rd Bridge, Riggins, ID 83549, United States",Riggins,Idaho,47,"""",medium priority not terrible,,
admin@marshallsmeats.com,"""","""",Marshall's Meat Center,Butcher Shop,(208) 924-7841,"402 Nezperce Ave, Winchester, ID 83555, United States",Winchester,Idaho,44,"""",,,
cl.locker@gmail.com,"""","""",C&L Locker,Butcher Shop,(208) 882-3396,"3025 ID-8, Moscow, ID 83843, United States",United States,Idaho,37,http://www.cllocker.com/,"nice looking place,",,
info@bluerockfarmmarket.com,"""","""",BlueRock Farm Market,Farm Market,(208) 731-9185,"1705 Grandview Dr N, Twin Falls, ID 83301, United States",Twin Falls,Idaho,368,http://www.bluerockfarmmarket.com/,"pumpkin patch - love this place, looks like Tonn's",,
zcitak@flignersmarket.com,N/A,N/A,Fligners Market + Catering,Butcher,(440) 244-5173,"1854 Broadway, Lorain, OH 44052, USA",Lorain,OH,1358,https://flignersmarket.com/,high end grocery store,,
Zavotski@aol.com,N/A,N/A,Zavotski Custom Meat & Deli,Butcher,(419) 720-5225,"2600 W Sylvania Ave #101, Toledo, OH 43613, USA",Toledo,OH,249,http://www.zavotski.com/,looks big,,
yutzysfarmmarket@yahoo.com,N/A,N/A,Yutzy's Farm Market,Butcher,(614) 873-3815,"6010 Converse Huff Rd, Plain City, OH 43064, USA",Plain City,OH,1061,very,very nice place harder to get in but would be huge customer,,
